location,date,time_unit,p_scores_all_ages,deaths_2020_all_ages,average_deaths_2015_2019_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2021_all_ages,time,projected_deaths_2020_all_ages,excess_proj_all_ages,cum_excess_proj_all_ages,cum_proj_deaths_all_ages,cum_p_proj_all_ages,p_proj_all_ages
Denmark,2020-01-12T00:00:00.000Z,weekly,3.14,1150,1115,1108,1065,1111,1136,1155,1213,2,1145,5,-29.4,2296.4,-1.28,0.44
Denmark,2020-01-19T00:00:00.000Z,weekly,-2.85,1071,1102.4,1093,1046,1099,1156,1118,1270,3,1132.4,-61.4,-90.8,3428.8,-2.65,-5.42
Denmark,2020-01-26T00:00:00.000Z,weekly,-6.09,1033,1100,1068,1124,1104,1119,1085,1217,4,1130,-97,-187.8,4558.8,-4.12,-8.58
Denmark,2020-02-02T00:00:00.000Z,weekly,-4.8,1094,1149.2,1086,1083,1211,1157,1209,1207,5,1179.2,-85.2,-273,5738,-4.76,-7.23
Denmark,2020-02-09T00:00:00.000Z,weekly,-5.25,1079,1138.8,1118,1040,1100,1186,1250,1112,6,1168.8,-89.8,-362.8,6906.8,-5.25,-7.68
Denmark,2020-02-16T00:00:00.000Z,weekly,-9.29,1059,1167.4,1106,1062,1228,1265,1176,1062,7,1197.4,-138.4,-501.2,8104.2,-6.18,-11.56
Denmark,2020-02-23T00:00:00.000Z,weekly,-10.57,1034,1156.2,1131,1124,1156,1260,1110,969,8,1186.2,-152.2,-653.4,9290.4,-7.03,-12.83
Denmark,2020-03-01T00:00:00.000Z,weekly,-13.31,1025,1182.4,1177,1143,1179,1323,1090,974,9,1212.4,-187.4,-840.8,10502.8,-8.01,-15.46
Denmark,2020-03-08T00:00:00.000Z,weekly,-9.29,1061,1169.6,1210,1149,1101,1337,1051,1051,10,1199.6,-138.6,-979.4,11702.4,-8.37,-11.55
Denmark,2020-03-15T00:00:00.000Z,weekly,-7.96,1066,1158.2,1184,1159,1132,1253,1063,967,11,1188.2,-122.2,-1101.6,12890.6,-8.55,-10.28
Denmark,2020-03-22T00:00:00.000Z,weekly,1.59,1140,1122.2,1086,1074,1126,1286,1039,1034,12,1152.2,-12.2,-1113.8,14042.8,-7.93,-1.06
Denmark,2020-03-29T00:00:00.000Z,weekly,2.47,1112,1085.2,1093,1084,1041,1186,1022,973,13,1115.2,-3.2,-1117,15158,-7.37,-0.29
Denmark,2020-04-05T00:00:00.000Z,weekly,9.51,1156,1055.6,1044,1023,988,1138,1085,972,14,1085.6,70.4,-1046.6,16243.6,-6.44,6.48
Denmark,2020-04-12T00:00:00.000Z,weekly,6.96,1143,1068.6,1081,1071,1009,1164,1018,1030,15,1098.6,44.4,-1002.2,17342.2,-5.78,4.04
Denmark,2020-04-19T00:00:00.000Z,weekly,5.13,1078,1025.4,1052,1010,967,1052,1046,1059,16,1055.4,22.6,-979.6,18397.6,-5.32,2.14
Denmark,2020-04-26T00:00:00.000Z,weekly,10.46,1086,983.2,934,985,974,1008,1015,1012,17,1013.2,72.8,-906.8,19410.8,-4.67,7.19
Denmark,2020-05-03T00:00:00.000Z,weekly,1.28,1048,1034.8,996,1042,1059,1010,1067,1120,18,1064.8,-16.8,-923.6,20475.6,-4.51,-1.58
Denmark,2020-05-10T00:00:00.000Z,weekly,1.3,1027,1013.8,978,1023,1015,1025,1028,1046,19,1043.8,-16.8,-940.4,21519.4,-4.37,-1.61
Denmark,2020-05-17T00:00:00.000Z,weekly,-2.24,951,972.8,921,935,1022,1012,974,1049,20,1002.8,-51.8,-992.2,22522.2,-4.41,-5.17
Denmark,2020-05-24T00:00:00.000Z,weekly,2.66,994,968.2,974,975,969,953,970,1032,21,998.2,-4.2,-996.4,23520.4,-4.24,-0.42
Denmark,2020-05-31T00:00:00.000Z,weekly,-0.12,968,969.2,977,953,956,977,983,1030,22,999.2,-31.2,-1027.6,24519.6,-4.19,-3.12
Denmark,2020-06-07T00:00:00.000Z,weekly,-0.97,962,971.4,959,913,985,1009,991,1051,23,1001.4,-39.4,-1067,25521,-4.18,-3.93
Denmark,2020-06-14T00:00:00.000Z,weekly,2.67,1000,974,1017,920,1023,941,969,1000,24,1004,-4,-1071,26525,-4.04,-0.4
Denmark,2020-06-21T00:00:00.000Z,weekly,-2.25,948,969.8,913,983,980,958,1015,1006,25,999.8,-51.8,-1122.8,27524.8,-4.08,-5.18
Denmark,2020-06-28T00:00:00.000Z,weekly,5.83,984,929.8,897,897,938,915,1002,1060,26,959.8,24.2,-1098.6,28484.6,-3.86,2.52
Denmark,2020-07-05T00:00:00.000Z,weekly,5.67,996,942.6,942,924,905,1007,935,954,27,972.6,23.4,-1075.2,29457.2,-3.65,2.41
Denmark,2020-07-12T00:00:00.000Z,weekly,1.51,957,942.8,951,898,941,971,953,1074,28,972.8,-15.8,-1091,30430,-3.59,-1.62
Denmark,2020-07-19T00:00:00.000Z,weekly,7.1,1026,958,917,971,931,994,977,1048,29,988,38,-1053,31418,-3.35,3.85
Denmark,2020-07-26T00:00:00.000Z,weekly,-3.59,944,979.2,951,962,925,1091,967,1055,30,1009.2,-65.2,-1118.2,32427.2,-3.45,-6.46
Denmark,2020-08-02T00:00:00.000Z,weekly,1.78,983,965.8,947,902,934,1084,962,1134,31,995.8,-12.8,-1131,33423,-3.38,-1.29
Denmark,2020-08-09T00:00:00.000Z,weekly,0.06,957,956.4,929,956,932,1029,936,1080,32,986.4,-29.4,-1160.4,34409.4,-3.37,-2.98
Denmark,2020-08-16T00:00:00.000Z,weekly,5.17,993,944.2,953,914,906,1017,931,1047,33,974.2,18.8,-1141.6,35383.6,-3.23,1.93
Denmark,2020-08-23T00:00:00.000Z,weekly,2.66,995,969.2,926,971,953,990,1006,1057,34,999.2,-4.2,-1145.8,36382.8,-3.15,-0.42
Denmark,2020-08-30T00:00:00.000Z,weekly,1.28,953,941,901,922,951,935,996,1043,35,971,-18,-1163.8,37353.8,-3.12,-1.85
Denmark,2020-09-06T00:00:00.000Z,weekly,4.56,985,942,879,955,918,975,983,1071,36,972,13,-1150.8,38325.8,-3,1.34
Denmark,2020-09-13T00:00:00.000Z,weekly,3.56,984,950.2,913,932,991,949,966,,37,980.2,3.8,-1147,39306,-2.92,0.39
Denmark,2020-09-20T00:00:00.000Z,weekly,12.1,1082,965.2,942,904,979,994,1007,,38,995.2,86.8,-1060.2,40301.2,-2.63,8.72
Denmark,2020-09-27T00:00:00.000Z,weekly,-0.51,974,979,963,983,983,950,1016,,39,1009,-35,-1095.2,41310.2,-2.65,-3.47
Denmark,2020-10-04T00:00:00.000Z,weekly,2.64,996,970.4,959,910,978,1033,972,,40,1000.4,-4.4,-1099.6,42310.6,-2.6,-0.44
Denmark,2020-10-11T00:00:00.000Z,weekly,-5.42,938,991.8,927,1022,985,992,1033,,41,1021.8,-83.8,-1183.4,43332.4,-2.73,-8.2
Denmark,2020-10-18T00:00:00.000Z,weekly,2.56,1008,982.8,948,1040,970,958,998,,42,1012.8,-4.8,-1188.2,44345.2,-2.68,-0.47
Denmark,2020-10-25T00:00:00.000Z,weekly,11.4,1096,983.8,997,989,934,973,1026,,43,1013.8,82.2,-1106,45359,-2.44,8.11
Denmark,2020-11-01T00:00:00.000Z,weekly,-0.77,979,986.6,993,1003,976,1007,954,,44,1016.6,-37.6,-1143.6,46375.6,-2.47,-3.7
Denmark,2020-11-08T00:00:00.000Z,weekly,2.97,1026,996.4,971,1017,956,992,1046,,45,1026.4,-0.4,-1144,47402,-2.41,-0.04
Denmark,2020-11-15T00:00:00.000Z,weekly,7.74,1097,1018.2,985,1045,1070,954,1037,,46,1048.2,48.8,-1095.2,48450.2,-2.26,4.66
Denmark,2020-11-22T00:00:00.000Z,weekly,6.16,1082,1019.2,986,1046,1011,996,1057,,47,1049.2,32.8,-1062.4,49499.4,-2.15,3.13
Denmark,2020-11-29T00:00:00.000Z,weekly,5.3,1097,1041.8,1083,1010,1027,994,1095,,48,1071.8,25.2,-1037.2,50571.2,-2.05,2.35
Denmark,2020-12-06T00:00:00.000Z,weekly,2.24,1105,1080.8,1105,1043,1067,1085,1104,,49,1110.8,-5.8,-1043,51682,-2.02,-0.52
Denmark,2020-12-13T00:00:00.000Z,weekly,2.28,1095,1070.6,1033,1067,1102,1044,1107,,50,1100.6,-5.6,-1048.6,52782.6,-1.99,-0.51
Denmark,2020-12-20T00:00:00.000Z,weekly,20.55,1273,1056,1024,1060,1058,1096,1042,,51,1086,187,-861.6,53868.6,-1.6,17.22
Denmark,2020-12-27T00:00:00.000Z,weekly,13.89,1212,1064.2,994,1149,1134,1006,1038,,52,1094.2,117.8,-743.8,54962.8,-1.35,10.77
Denmark,2021-01-03T00:00:00.000Z,weekly,18.3,1259,1064.2,,,,,,,53,1094.2,164.8,-579,56057,-1.03,15.06
Denmark,2021-01-10T00:00:00.000Z,weekly,9.95,,,,,,,,,1,,81.6,-497.4,57208.4,-0.87,7.09
Denmark,2021-01-17T00:00:00.000Z,weekly,8.79,,,,,,,,,2,,68,-429.4,58353.4,-0.74,5.94
Denmark,2021-01-24T00:00:00.000Z,weekly,15.2,,,,,,,,,3,,137.6,-291.8,59485.8,-0.49,12.15
Denmark,2021-01-31T00:00:00.000Z,weekly,10.64,,,,,,,,,4,,87,-204.8,60615.8,-0.34,7.7
Denmark,2021-02-07T00:00:00.000Z,weekly,5.03,,,,,,,,,5,,27.8,-177,61795,-0.29,2.36
Denmark,2021-02-14T00:00:00.000Z,weekly,-2.35,,,,,,,,,6,,-56.8,-233.8,62963.8,-0.37,-4.86
Denmark,2021-02-21T00:00:00.000Z,weekly,-9.03,,,,,,,,,7,,-135.4,-369.2,64161.2,-0.58,-11.31
Denmark,2021-02-28T00:00:00.000Z,weekly,-16.19,,,,,,,,,8,,-217.2,-586.4,65347.4,-0.9,-18.31
Denmark,2021-03-07T00:00:00.000Z,weekly,-17.63,,,,,,,,,9,,-238.4,-824.8,66559.8,-1.24,-19.66
Denmark,2021-03-14T00:00:00.000Z,weekly,-10.14,,,,,,,,,10,,-148.6,-973.4,67759.4,-1.44,-12.39
Denmark,2021-03-21T00:00:00.000Z,weekly,-16.51,,,,,,,,,11,,-221.2,-1194.6,68947.6,-1.73,-18.62
Denmark,2021-03-28T00:00:00.000Z,weekly,-7.86,,,,,,,,,12,,-118.2,-1312.8,70099.8,-1.87,-10.26
Denmark,2021-04-04T00:00:00.000Z,weekly,-10.34,,,,,,,,,13,,-142.2,-1455,71215,-2.04,-12.75
Denmark,2021-04-11T00:00:00.000Z,weekly,-7.92,,,,,,,,,14,,-113.6,-1568.6,72300.6,-2.17,-10.46
Denmark,2021-04-18T00:00:00.000Z,weekly,-3.61,,,,,,,,,15,,-68.6,-1637.2,73399.2,-2.23,-6.24
Denmark,2021-04-25T00:00:00.000Z,weekly,3.28,,,,,,,,,16,,3.6,-1633.6,74454.6,-2.19,0.34
Denmark,2021-05-02T00:00:00.000Z,weekly,2.93,,,,,,,,,17,,-1.2,-1634.8,75467.8,-2.17,-0.12
Denmark,2021-05-09T00:00:00.000Z,weekly,8.23,,,,,,,,,18,,55.2,-1579.6,76532.6,-2.06,5.18
Denmark,2021-05-16T00:00:00.000Z,weekly,3.18,,,,,,,,,19,,2.2,-1577.4,77576.4,-2.03,0.21
Denmark,2021-05-23T00:00:00.000Z,weekly,7.83,,,,,,,,,20,,46.2,-1531.2,78579.2,-1.95,4.61
Denmark,2021-05-30T00:00:00.000Z,weekly,6.59,,,,,,,,,21,,33.8,-1497.4,79577.4,-1.88,3.39
Denmark,2021-06-06T00:00:00.000Z,weekly,6.27,,,,,,,,,22,,30.8,-1466.6,80576.6,-1.82,3.08
Denmark,2021-06-13T00:00:00.000Z,weekly,8.19,,,,,,,,,23,,49.6,-1417,81578,-1.74,4.95
Denmark,2021-06-20T00:00:00.000Z,weekly,2.67,,,,,,,,,24,,-4,-1421,82582,-1.72,-0.4
Denmark,2021-06-27T00:00:00.000Z,weekly,3.73,,,,,,,,,25,,6.2,-1414.8,83581.8,-1.69,0.62
Denmark,2021-07-04T00:00:00.000Z,weekly,14,,,,,,,,,26,,100.2,-1314.6,84541.6,-1.55,10.44
Denmark,2021-07-11T00:00:00.000Z,weekly,1.21,,,,,,,,,27,,-18.6,-1333.2,85514.2,-1.56,-1.91
Denmark,2021-07-18T00:00:00.000Z,weekly,13.92,,,,,,,,,28,,101.2,-1232,86487,-1.42,10.4
Denmark,2021-07-25T00:00:00.000Z,weekly,9.39,,,,,,,,,29,,60,-1172,87475,-1.34,6.07
Denmark,2021-08-01T00:00:00.000Z,weekly,7.74,,,,,,,,,30,,45.8,-1126.2,88484.2,-1.27,4.54
Denmark,2021-08-08T00:00:00.000Z,weekly,17.42,,,,,,,,,31,,138.2,-988,89480,-1.1,13.88
Denmark,2021-08-15T00:00:00.000Z,weekly,12.92,,,,,,,,,32,,93.6,-894.4,90466.4,-0.99,9.49
Denmark,2021-08-22T00:00:00.000Z,weekly,10.89,,,,,,,,,33,,72.8,-821.6,91440.6,-0.9,7.47
Denmark,2021-08-29T00:00:00.000Z,weekly,9.06,,,,,,,,,34,,57.8,-763.8,92439.8,-0.83,5.78
Denmark,2021-09-05T00:00:00.000Z,weekly,10.84,,,,,,,,,35,,72,-691.8,93410.8,-0.74,7.42
Denmark,2021-09-12T00:00:00.000Z,weekly,13.69,,,,,,,,,36,,99,-592.8,94382.8,-0.63,10.19
Denmark,2021-09-19T00:00:00.000Z,weekly,,,,,,,,,,37,,,,95363,,
Denmark,2021-09-26T00:00:00.000Z,weekly,,,,,,,,,,38,,,,96358.2,,
Ecuador,2020-01-05T00:00:00.000Z,weekly,-1.88,1366,1392.2,1327,1241,1351,1502,1540,1996,1,1506.3,-140.3,-140.3,1506.3,-9.31,-9.31
Ecuador,2020-01-12T00:00:00.000Z,weekly,12.36,1564,1392,1234,1270,1426,1496,1534,2190,2,1506.1,57.9,-82.4,3012.4,-2.74,3.84
Ecuador,2020-01-19T00:00:00.000Z,weekly,9.56,1513,1381,1305,1250,1359,1492,1499,2328,3,1495.1,17.9,-64.5,4507.5,-1.43,1.2
Ecuador,2020-01-26T00:00:00.000Z,weekly,6.45,1459,1370.6,1176,1265,1303,1581,1528,2189,4,1484.7,-25.7,-90.2,5992.2,-1.51,-1.73
Ecuador,2020-02-02T00:00:00.000Z,weekly,0.18,1359,1356.6,1184,1339,1364,1418,1478,2227,5,1470.7,-111.7,-201.9,7462.9,-2.71,-7.6
Ecuador,2020-02-09T00:00:00.000Z,weekly,2.58,1425,1389.2,1208,1391,1423,1395,1529,2203,6,1503.3,-78.3,-280.2,8966.2,-3.13,-5.21
Ecuador,2020-02-16T00:00:00.000Z,weekly,8.25,1503,1388.4,1301,1264,1400,1502,1475,2245,7,1502.5,0.5,-279.7,10468.7,-2.67,0.03
Ecuador,2020-02-23T00:00:00.000Z,weekly,6.52,1476,1385.6,1272,1291,1473,1451,1441,2270,8,1499.7,-23.7,-303.4,11968.4,-2.54,-1.58
Ecuador,2020-03-01T00:00:00.000Z,weekly,10.7,1537,1388.4,1238,1327,1497,1413,1467,2210,9,1502.5,34.5,-268.9,13470.9,-2,2.3
Ecuador,2020-03-08T00:00:00.000Z,weekly,-1.22,1437,1454.8,1332,1470,1527,1432,1513,2409,10,1568.9,-131.9,-400.8,15039.8,-2.66,-8.41
Ecuador,2020-03-15T00:00:00.000Z,weekly,2.96,1467,1424.8,1286,1434,1500,1399,1505,2617,11,1538.9,-71.9,-472.7,16578.7,-2.85,-4.67
Ecuador,2020-03-22T00:00:00.000Z,weekly,10.2,1515,1374.8,1231,1389,1491,1283,1480,2696,12,1488.9,26.1,-446.6,18067.6,-2.47,1.75
Ecuador,2020-03-29T00:00:00.000Z,weekly,171.83,3742,1376.6,1180,1466,1477,1330,1430,2837,13,1490.7,2251.3,1804.7,19558.3,9.23,151.02
Ecuador,2020-04-05T00:00:00.000Z,weekly,411.26,7176,1403.6,1330,1399,1441,1383,1465,3029,14,1517.7,5658.3,7463,21076,35.41,372.82
Ecuador,2020-04-12T00:00:00.000Z,weekly,325.37,6361,1495.4,1321,1987,1411,1369,1389,3117,15,1609.5,4751.5,12214.5,22685.5,53.84,295.22
Ecuador,2020-04-19T00:00:00.000Z,weekly,228.11,4436,1352,1253,1302,1454,1334,1417,3247,16,1466.1,2969.9,15184.4,24151.6,62.87,202.57
Ecuador,2020-04-26T00:00:00.000Z,weekly,159.31,3452,1331.2,1310,1259,1321,1316,1450,3072,17,1445.3,2006.7,17191.1,25596.9,67.16,138.84
Ecuador,2020-05-03T00:00:00.000Z,weekly,106.62,2803,1356.6,1287,1363,1363,1356,1414,2889,18,1470.7,1332.3,18523.4,27067.6,68.43,90.59
Ecuador,2020-05-10T00:00:00.000Z,weekly,98.88,2589,1301.8,1288,1238,1394,1274,1315,2564,19,1415.9,1173.1,19696.5,28483.5,69.15,82.85
Ecuador,2020-05-17T00:00:00.000Z,weekly,71.01,2298,1343.8,1335,1248,1352,1429,1355,2370,20,1457.9,840.1,20536.6,29941.4,68.59,57.62
Ecuador,2020-05-24T00:00:00.000Z,weekly,61.64,2131,1318.4,1340,1260,1357,1286,1349,2173,21,1432.5,698.5,21235.1,31373.9,67.68,48.76
Ecuador,2020-05-31T00:00:00.000Z,weekly,58.31,2102,1327.8,1366,1293,1362,1248,1370,1977,22,1441.9,660.1,21895.2,32815.8,66.72,45.78
Ecuador,2020-06-07T00:00:00.000Z,weekly,54.59,2073,1341,1345,1276,1364,1370,1350,1964,23,1455.1,617.9,22513.1,34270.9,65.69,42.46
Ecuador,2020-06-14T00:00:00.000Z,weekly,65.29,2167,1311,1238,1242,1344,1357,1374,1916,24,1425.1,741.9,23255,35696,65.15,52.06
Ecuador,2020-06-21T00:00:00.000Z,weekly,60.03,2130,1331,1322,1333,1306,1309,1385,1897,25,1445.1,684.9,23939.9,37141.1,64.46,47.39
Ecuador,2020-06-28T00:00:00.000Z,weekly,59.69,2129,1333.2,1318,1241,1342,1388,1377,1810,26,1447.3,681.7,24621.6,38588.4,63.81,47.1
Ecuador,2020-07-05T00:00:00.000Z,weekly,66.42,2229,1339.4,1291,1237,1313,1415,1441,1864,27,1453.5,775.5,25397.1,40041.9,63.43,53.35
Ecuador,2020-07-12T00:00:00.000Z,weekly,85.32,2418,1304.8,1243,1226,1379,1368,1308,1796,28,1418.9,999.1,26396.2,41460.8,63.67,70.41
Ecuador,2020-07-19T00:00:00.000Z,weekly,91.56,2524,1317.6,1285,1258,1317,1324,1404,1719,29,1431.7,1092.3,27488.5,42892.5,64.09,76.29
Ecuador,2020-07-26T00:00:00.000Z,weekly,98.65,2551,1284.2,1213,1248,1312,1283,1365,1749,30,1398.3,1152.7,28641.2,44290.8,64.67,82.44
Ecuador,2020-08-02T00:00:00.000Z,weekly,91.44,2532,1322.6,1236,1243,1386,1376,1372,1598,31,1436.7,1095.3,29736.5,45727.5,65.03,76.24
Ecuador,2020-08-09T00:00:00.000Z,weekly,87.99,2469,1313.4,1235,1308,1262,1355,1407,1561,32,1427.5,1041.5,30778,47155,65.27,72.96
Ecuador,2020-08-16T00:00:00.000Z,weekly,78.06,2365,1328.2,1221,1238,1306,1440,1436,1519,33,1442.3,922.7,31700.7,48597.3,65.23,63.97
Ecuador,2020-08-23T00:00:00.000Z,weekly,69.71,2192,1291.6,1252,1267,1222,1318,1399,1593,34,1405.7,786.3,32487,50003,64.97,55.94
Ecuador,2020-08-30T00:00:00.000Z,weekly,52.73,2071,1356,1252,1346,1294,1444,1444,1525,35,1470.1,600.9,33087.9,51473.1,64.28,40.87
Ecuador,2020-09-06T00:00:00.000Z,weekly,57.77,2063,1307.6,1209,1213,1258,1361,1497,1455,36,1421.7,641.3,33729.2,52894.8,63.77,45.11
Ecuador,2020-09-13T00:00:00.000Z,weekly,50.05,1938,1291.6,1166,1245,1227,1373,1447,,37,1405.7,532.3,34261.5,54300.5,63.1,37.87
Ecuador,2020-09-20T00:00:00.000Z,weekly,45.66,1874,1286.6,1196,1280,1259,1296,1402,,38,1400.7,473.3,34734.8,55701.2,62.36,33.79
Ecuador,2020-09-27T00:00:00.000Z,weekly,37.02,1773,1294,1240,1250,1230,1352,1398,,39,1408.1,364.9,35099.7,57109.3,61.46,25.91
Ecuador,2020-10-04T00:00:00.000Z,weekly,28.13,1691,1319.8,1252,1309,1310,1403,1325,,40,1433.9,257.1,35356.8,58543.2,60.39,17.93
Ecuador,2020-10-11T00:00:00.000Z,weekly,41.64,1819,1284.2,1234,1303,1220,1315,1349,,41,1398.3,420.7,35777.5,59941.5,59.69,30.09
Ecuador,2020-10-18T00:00:00.000Z,weekly,32.41,1706,1288.4,1226,1226,1293,1326,1371,,42,1402.5,303.5,36081,61344,58.82,21.64
Ecuador,2020-10-25T00:00:00.000Z,weekly,35.66,1750,1290,1278,1270,1285,1311,1306,,43,1404.1,345.9,36426.9,62748.1,58.05,24.63
Ecuador,2020-11-01T00:00:00.000Z,weekly,26.76,1675,1321.4,1210,1282,1319,1370,1426,,44,1435.5,239.5,36666.4,64183.6,57.13,16.68
Ecuador,2020-11-08T00:00:00.000Z,weekly,23.68,1665,1346.2,1201,1395,1309,1394,1432,,45,1460.3,204.7,36871.1,65643.9,56.17,14.02
Ecuador,2020-11-15T00:00:00.000Z,weekly,34.15,1755,1308.2,1229,1303,1288,1337,1384,,46,1422.3,332.7,37203.8,67066.2,55.47,23.39
Ecuador,2020-11-22T00:00:00.000Z,weekly,39.46,1804,1293.6,1180,1242,1261,1344,1441,,47,1407.7,396.3,37600.1,68473.9,54.91,28.15
Ecuador,2020-11-29T00:00:00.000Z,weekly,31.22,1704,1298.6,1224,1232,1325,1331,1381,,48,1412.7,291.3,37891.4,69886.6,54.22,20.62
Ecuador,2020-12-06T00:00:00.000Z,weekly,35.26,1786,1320.4,1248,1295,1329,1380,1350,,49,1434.5,351.5,38242.9,71321.1,53.62,24.5
Ecuador,2020-12-13T00:00:00.000Z,weekly,23.12,1653,1342.6,1260,1267,1260,1447,1479,,50,1456.7,196.3,38439.2,72777.8,52.82,13.48
Ecuador,2020-12-20T00:00:00.000Z,weekly,29.86,1771,1363.8,1257,1370,1341,1492,1359,,51,1477.9,293.1,38732.3,74255.7,52.16,19.83
Ecuador,2020-12-27T00:00:00.000Z,weekly,33.05,1772,1331.8,1242,1447,1342,1501,1127,,52,1445.9,326.1,39058.4,75701.6,51.6,22.55
Ecuador,2021-01-03T00:00:00.000Z,weekly,43.04,1905,1331.8,,,,,,,53,1445.9,459.1,39517.5,77147.5,51.22,31.75
Ecuador,2021-01-10T00:00:00.000Z,weekly,43.37,,,,,,,,,1,,489.7,40007.2,78653.8,50.86,32.51
Ecuador,2021-01-17T00:00:00.000Z,weekly,57.33,,,,,,,,,2,,683.9,40691.1,80159.9,50.76,45.41
Ecuador,2021-01-24T00:00:00.000Z,weekly,68.57,,,,,,,,,3,,832.9,41524,81655,50.85,55.71
Ecuador,2021-01-31T00:00:00.000Z,weekly,59.71,,,,,,,,,4,,704.3,42228.3,83139.7,50.79,47.44
Ecuador,2021-02-07T00:00:00.000Z,weekly,64.16,,,,,,,,,5,,756.3,42984.6,84610.4,50.8,51.42
Ecuador,2021-02-14T00:00:00.000Z,weekly,58.58,,,,,,,,,6,,699.7,43684.3,86113.7,50.73,46.54
Ecuador,2021-02-21T00:00:00.000Z,weekly,61.7,,,,,,,,,7,,742.5,44426.8,87616.2,50.71,49.42
Ecuador,2021-02-28T00:00:00.000Z,weekly,63.83,,,,,,,,,8,,770.3,45197.1,89115.9,50.72,51.36
Ecuador,2021-03-07T00:00:00.000Z,weekly,59.18,,,,,,,,,9,,707.5,45904.6,90618.4,50.66,47.09
Ecuador,2021-03-14T00:00:00.000Z,weekly,65.59,,,,,,,,,10,,840.1,46744.7,92187.3,50.71,53.55
Ecuador,2021-03-21T00:00:00.000Z,weekly,83.67,,,,,,,,,11,,1078.1,47822.8,93726.2,51.02,70.06
Ecuador,2021-03-28T00:00:00.000Z,weekly,96.1,,,,,,,,,12,,1207.1,49029.9,95215.1,51.49,81.07
Ecuador,2021-04-04T00:00:00.000Z,weekly,106.09,,,,,,,,,13,,1346.3,50376.2,96705.8,52.09,90.31
Ecuador,2021-04-11T00:00:00.000Z,weekly,115.8,,,,,,,,,14,,1511.3,51887.5,98223.5,52.83,99.58
Ecuador,2021-04-18T00:00:00.000Z,weekly,108.44,,,,,,,,,15,,1507.5,53395,99833,53.48,93.66
Ecuador,2021-04-25T00:00:00.000Z,weekly,140.16,,,,,,,,,16,,1780.9,55175.9,101299.1,54.47,121.47
Ecuador,2021-05-02T00:00:00.000Z,weekly,130.77,,,,,,,,,17,,1626.7,56802.6,102744.4,55.29,112.55
Ecuador,2021-05-09T00:00:00.000Z,weekly,112.96,,,,,,,,,18,,1418.3,58220.9,104215.1,55.87,96.44
Ecuador,2021-05-16T00:00:00.000Z,weekly,96.96,,,,,,,,,19,,1148.1,59369,105631,56.2,81.09
Ecuador,2021-05-23T00:00:00.000Z,weekly,76.37,,,,,,,,,20,,912.1,60281.1,107088.9,56.29,62.56
Ecuador,2021-05-30T00:00:00.000Z,weekly,64.82,,,,,,,,,21,,740.5,61021.6,108521.4,56.23,51.69
Ecuador,2021-06-06T00:00:00.000Z,weekly,48.89,,,,,,,,,22,,535.1,61556.7,109963.3,55.98,37.11
Ecuador,2021-06-13T00:00:00.000Z,weekly,46.46,,,,,,,,,23,,508.9,62065.6,111418.4,55.7,34.97
Ecuador,2021-06-20T00:00:00.000Z,weekly,46.15,,,,,,,,,24,,490.9,62556.5,112843.5,55.44,34.45
Ecuador,2021-06-27T00:00:00.000Z,weekly,42.52,,,,,,,,,25,,451.9,63008.4,114288.6,55.13,31.27
Ecuador,2021-07-04T00:00:00.000Z,weekly,35.76,,,,,,,,,26,,362.7,63371.1,115735.9,54.75,25.06
Ecuador,2021-07-11T00:00:00.000Z,weekly,39.17,,,,,,,,,27,,410.5,63781.6,117189.4,54.43,28.24
Ecuador,2021-07-18T00:00:00.000Z,weekly,37.65,,,,,,,,,28,,377.1,64158.7,118608.3,54.09,26.58
Ecuador,2021-07-25T00:00:00.000Z,weekly,30.46,,,,,,,,,29,,287.3,64446,120040,53.69,20.07
Ecuador,2021-08-01T00:00:00.000Z,weekly,36.19,,,,,,,,,30,,350.7,64796.7,121438.3,53.36,25.08
Ecuador,2021-08-08T00:00:00.000Z,weekly,20.82,,,,,,,,,31,,161.3,64958,122875,52.87,11.23
Ecuador,2021-08-15T00:00:00.000Z,weekly,18.85,,,,,,,,,32,,133.5,65091.5,124302.5,52.37,9.35
Ecuador,2021-08-22T00:00:00.000Z,weekly,14.37,,,,,,,,,33,,76.7,65168.2,125744.8,51.83,5.32
Ecuador,2021-08-29T00:00:00.000Z,weekly,23.34,,,,,,,,,34,,187.3,65355.5,127150.5,51.4,13.32
Ecuador,2021-09-05T00:00:00.000Z,weekly,12.46,,,,,,,,,35,,54.9,65410.4,128620.6,50.86,3.73
Ecuador,2021-09-12T00:00:00.000Z,weekly,11.27,,,,,,,,,36,,33.3,65443.7,130042.3,50.32,2.34
Ecuador,2021-09-19T00:00:00.000Z,weekly,,,,,,,,,,37,,,,131448,,
Ecuador,2021-09-26T00:00:00.000Z,weekly,,,,,,,,,,38,,,,132848.7,,
Egypt,2020-01-31T00:00:00.000Z,monthly,-2.74,56964,58571,59713,58640,58898,54283,61321,71135,1,58496.4,-1532.4,-1532.4,58496.4,-2.62,-2.62
Egypt,2020-02-29T00:00:00.000Z,monthly,3.38,49835,48206.2,47678,49103,47982,46845,49423,54459,2,48131.6,1703.4,171,106628,0.16,3.54
