location,date,time_unit,p_scores_all_ages,deaths_2020_all_ages,average_deaths_2015_2019_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2021_all_ages,time,projected_deaths_2020_all_ages,excess_proj_all_ages,cum_excess_proj_all_ages,cum_proj_deaths_all_ages,cum_p_proj_all_ages,p_proj_all_ages
Cuba,2020-05-31T00:00:00.000Z,monthly,2.1,8542,8366,7953,7962,8321,8503,9091,,5,9006.1,-464.1,813.3,46132.7,1.76,-5.15
Cuba,2020-06-30T00:00:00.000Z,monthly,2.07,8720,8542.8,7821,7790,8723,8874,9506,,6,9182.9,-462.9,350.4,55315.6,0.63,-5.04
Cuba,2020-07-31T00:00:00.000Z,monthly,0.57,9290,9237.8,8631,8473,10302,9278,9505,,7,9877.9,-587.9,-237.5,65193.5,-0.36,-5.95
Cuba,2020-08-31T00:00:00.000Z,monthly,6.08,9404,8864.6,8312,8390,9748,8454,9419,,8,9504.7,-100.7,-338.2,74698.2,-0.45,-1.06
Cuba,2020-09-30T00:00:00.000Z,monthly,0.43,8348,8312,7946,7985,8771,7849,9009,,9,8952.1,-604.1,-942.3,83650.3,-1.13,-6.75
Cuba,2020-10-31T00:00:00.000Z,monthly,5.11,9081,8639.2,8717,8220,8919,8281,9059,,10,9279.3,-198.3,-1140.6,92929.6,-1.23,-2.14
Cuba,2020-11-30T00:00:00.000Z,monthly,9.63,9460,8629,8277,8644,8956,8369,8899,,11,9269.1,190.9,-949.7,102198.7,-0.93,2.06
Cuba,2020-12-31T00:00:00.000Z,monthly,22.9,11190,9105,8794,8061,9849,9337,9484,,12,9745.1,1444.9,495.2,111943.8,0.44,14.83
Cuba,2021-01-31T00:00:00.000Z,monthly,,,,,,,,,,1,,,,121902.1,,
Cuba,2021-02-28T00:00:00.000Z,monthly,,,,,,,,,,2,,,,131013.2,,
Cuba,2021-03-31T00:00:00.000Z,monthly,,,,,,,,,,3,,,,140280.7,,
Cuba,2021-04-30T00:00:00.000Z,monthly,,,,,,,,,,4,,,,149070.4,,
Cuba,2021-05-31T00:00:00.000Z,monthly,,,,,,,,,,5,,,,158076.5,,
Cuba,2021-06-30T00:00:00.000Z,monthly,,,,,,,,,,6,,,,167259.4,,
Cuba,2021-07-31T00:00:00.000Z,monthly,,,,,,,,,,7,,,,177137.3,,
Cuba,2021-08-31T00:00:00.000Z,monthly,,,,,,,,,,8,,,,186642,,
Cyprus,2020-01-05T00:00:00.000Z,weekly,,,130.8,126,113,155,127,133,154,1,136.9,,,136.9,,
Cyprus,2020-01-12T00:00:00.000Z,weekly,7.84,154,142.8,137,122,176,120,159,120,2,148.9,5.1,,285.8,,3.43
Cyprus,2020-01-19T00:00:00.000Z,weekly,15.89,159,137.2,155,122,151,103,155,131,3,143.3,15.7,,429.1,,10.96
Cyprus,2020-01-26T00:00:00.000Z,weekly,6.31,155,145.8,154,125,161,131,158,145,4,151.9,3.1,,581,,2.04
Cyprus,2020-02-02T00:00:00.000Z,weekly,11.72,164,146.8,145,136,160,139,154,142,5,152.9,11.1,,733.9,,7.26
Cyprus,2020-02-09T00:00:00.000Z,weekly,-6.73,147,157.6,157,132,175,164,160,110,6,163.7,-16.7,,897.6,,-10.2
Cyprus,2020-02-16T00:00:00.000Z,weekly,-18.84,112,138,134,136,169,110,141,135,7,144.1,-32.1,,1041.7,,-22.28
Cyprus,2020-02-23T00:00:00.000Z,weekly,9.66,143,130.4,129,92,143,151,137,133,8,136.5,6.5,,1178.2,,4.76
Cyprus,2020-03-01T00:00:00.000Z,weekly,3.83,141,135.8,143,116,139,141,140,114,9,141.9,-0.9,,1320.1,,-0.63
Cyprus,2020-03-08T00:00:00.000Z,weekly,-5.6,118,125,141,89,136,129,130,116,10,131.1,-13.1,,1451.2,,-9.99
Cyprus,2020-03-15T00:00:00.000Z,weekly,4.54,129,123.4,151,108,117,106,135,132,11,129.5,-0.5,,1580.7,,-0.39
Cyprus,2020-03-22T00:00:00.000Z,weekly,11.56,137,122.8,119,107,149,124,115,118,12,128.9,8.1,,1709.6,,6.28
Cyprus,2020-03-29T00:00:00.000Z,weekly,22.12,138,113,108,118,105,109,125,126,13,119.1,18.9,,1828.7,,15.87
Cyprus,2020-04-05T00:00:00.000Z,weekly,11.02,133,119.8,112,123,125,124,115,149,14,125.9,7.1,,1954.6,,5.64
Cyprus,2020-04-12T00:00:00.000Z,weekly,-4.09,108,112.6,122,109,97,123,112,154,15,118.7,-10.7,,2073.3,,-9.01
Cyprus,2020-04-19T00:00:00.000Z,weekly,5.08,120,114.2,113,90,123,120,125,140,16,120.3,-0.3,,2193.6,,-0.25
Cyprus,2020-04-26T00:00:00.000Z,weekly,-4.07,113,117.8,128,95,120,120,126,141,17,123.9,-10.9,,2317.5,,-8.8
Cyprus,2020-05-03T00:00:00.000Z,weekly,1.56,117,115.2,118,102,104,117,135,149,18,121.3,-4.3,,2438.8,,-3.54
Cyprus,2020-05-10T00:00:00.000Z,weekly,4.85,108,103,106,99,110,99,101,105,19,109.1,-1.1,,2547.9,,-1.01
Cyprus,2020-05-17T00:00:00.000Z,weekly,40.5,136,96.8,92,95,97,90,110,88,20,102.9,33.1,,2650.8,,32.17
Cyprus,2020-05-24T00:00:00.000Z,weekly,68.53,181,107.4,95,91,112,111,128,111,21,113.5,67.5,,2764.3,,59.47
Cyprus,2020-05-31T00:00:00.000Z,weekly,2.36,104,101.6,86,80,109,95,138,112,22,107.7,-3.7,,2872,,-3.44
Cyprus,2020-06-07T00:00:00.000Z,weekly,28.45,121,94.2,93,86,110,90,92,99,23,100.3,20.7,,2972.3,,20.64
Cyprus,2020-06-14T00:00:00.000Z,weekly,-1.77,89,90.6,103,79,85,85,101,103,24,96.7,-7.7,,3069,,-7.96
Cyprus,2020-06-21T00:00:00.000Z,weekly,-5.96,101,107.4,98,125,89,109,116,105,25,113.5,-12.5,,3182.5,,-11.01
Cyprus,2020-06-28T00:00:00.000Z,weekly,3.55,105,101.4,117,91,109,93,97,129,26,107.5,-2.5,,3290,,-2.33
Cyprus,2020-07-05T00:00:00.000Z,weekly,11.22,111,99.8,81,90,112,96,120,118,27,105.9,5.1,,3395.9,,4.82
Cyprus,2020-07-12T00:00:00.000Z,weekly,-4.39,109,114,101,104,132,99,134,127,28,120.1,-11.1,,3516,,-9.24
Cyprus,2020-07-19T00:00:00.000Z,weekly,6.28,105,98.8,112,88,94,106,94,129,29,104.9,0.1,,3620.9,,0.1
Cyprus,2020-07-26T00:00:00.000Z,weekly,14.69,114,99.4,116,96,101,109,75,106,30,105.5,8.5,,3726.4,,8.06
Cyprus,2020-08-02T00:00:00.000Z,weekly,9.92,113,102.8,111,100,93,106,104,75,31,108.9,4.1,,3835.3,,3.76
Cyprus,2020-08-09T00:00:00.000Z,weekly,-17.76,88,107,109,102,105,95,124,,32,113.1,-25.1,,3948.4,,-22.19
Cyprus,2020-08-16T00:00:00.000Z,weekly,8.7,100,92,93,94,84,99,90,,33,98.1,1.9,,4046.5,,1.94
Cyprus,2020-08-23T00:00:00.000Z,weekly,7.36,108,100.6,105,85,90,109,114,,34,106.7,1.3,,4153.2,,1.22
Cyprus,2020-08-30T00:00:00.000Z,weekly,1.68,109,107.2,92,109,96,121,118,,35,113.3,-4.3,,4266.5,,-3.8
Cyprus,2020-09-06T00:00:00.000Z,weekly,-5.15,92,97,121,90,81,85,108,,36,103.1,-11.1,,4369.6,,-10.77
Cyprus,2020-09-13T00:00:00.000Z,weekly,16.92,123,105.2,100,101,106,107,112,,37,111.3,11.7,,4480.9,,10.51
Cyprus,2020-09-20T00:00:00.000Z,weekly,4.17,100,96,102,108,74,108,88,,38,102.1,-2.1,,4583,,-2.06
Cyprus,2020-09-27T00:00:00.000Z,weekly,2.25,100,97.8,97,81,113,98,100,,39,103.9,-3.9,,4686.9,,-3.75
Cyprus,2020-10-04T00:00:00.000Z,weekly,12.47,110,97.8,84,91,96,105,113,,40,103.9,6.1,,4790.8,,5.87
Cyprus,2020-10-11T00:00:00.000Z,weekly,6.21,106,99.8,73,96,111,101,118,,41,105.9,0.1,,4896.7,,0.09
Cyprus,2020-10-18T00:00:00.000Z,weekly,8.87,108,99.2,95,88,104,105,104,,42,105.3,2.7,,5002,,2.56
Cyprus,2020-10-25T00:00:00.000Z,weekly,12.94,110,97.4,99,98,98,92,100,,43,103.5,6.5,,5105.5,,6.28
Cyprus,2020-11-01T00:00:00.000Z,weekly,1.5,108,106.4,103,110,100,113,106,,44,112.5,-4.5,,5218,,-4
Cyprus,2020-11-08T00:00:00.000Z,weekly,10.78,111,100.2,88,110,94,114,95,,45,106.3,4.7,,5324.3,,4.42
Cyprus,2020-11-15T00:00:00.000Z,weekly,8.01,124,114.8,111,108,119,118,118,,46,120.9,3.1,,5445.2,,2.56
Cyprus,2020-11-22T00:00:00.000Z,weekly,0.39,104,103.6,106,112,101,98,101,,47,109.7,-5.7,,5554.9,,-5.2
Cyprus,2020-11-29T00:00:00.000Z,weekly,9.59,128,116.8,123,107,101,120,133,,48,122.9,5.1,,5677.8,,4.15
Cyprus,2020-12-06T00:00:00.000Z,weekly,12.07,130,116,109,111,135,106,119,,49,122.1,7.9,,5799.9,,6.47
Cyprus,2020-12-13T00:00:00.000Z,weekly,24.78,142,113.8,113,107,111,117,121,,50,119.9,22.1,,5919.8,,18.43
Cyprus,2020-12-20T00:00:00.000Z,weekly,5.5,138,130.8,124,130,119,126,155,,51,136.9,1.1,,6056.7,,0.8
Cyprus,2020-12-27T00:00:00.000Z,weekly,1.96,125,122.6,118,151,113,115,116,,52,128.7,-3.7,,6185.4,,-2.87
Cyprus,2021-01-03T00:00:00.000Z,weekly,-31.48,84,122.6,,,,,,,53,128.7,-44.7,,6314.1,,-34.73
Cyprus,2021-01-10T00:00:00.000Z,weekly,17.74,,,,,,,,,1,,17.1,,6451,,12.49
Cyprus,2021-01-17T00:00:00.000Z,weekly,-15.97,,,,,,,,,2,,-28.9,,6599.9,,-19.41
Cyprus,2021-01-24T00:00:00.000Z,weekly,-4.52,,,,,,,,,3,,-12.3,,6743.2,,-8.58
Cyprus,2021-01-31T00:00:00.000Z,weekly,-0.55,,,,,,,,,4,,-6.9,,6895.1,,-4.54
Cyprus,2021-02-07T00:00:00.000Z,weekly,-3.27,,,,,,,,,5,,-10.9,,7048,,-7.13
Cyprus,2021-02-14T00:00:00.000Z,weekly,-30.2,,,,,,,,,6,,-53.7,,7211.7,,-32.8
Cyprus,2021-02-21T00:00:00.000Z,weekly,-2.17,,,,,,,,,7,,-9.1,,7355.8,,-6.32
Cyprus,2021-02-28T00:00:00.000Z,weekly,1.99,,,,,,,,,8,,-3.5,,7492.3,,-2.56
Cyprus,2021-03-07T00:00:00.000Z,weekly,-16.05,,,,,,,,,9,,-27.9,,7634.2,,-19.66
Cyprus,2021-03-14T00:00:00.000Z,weekly,-7.2,,,,,,,,,10,,-15.1,,7765.3,,-11.52
Cyprus,2021-03-21T00:00:00.000Z,weekly,6.97,,,,,,,,,11,,2.5,,7894.8,,1.93
Cyprus,2021-03-28T00:00:00.000Z,weekly,-3.91,,,,,,,,,12,,-10.9,,8023.7,,-8.46
Cyprus,2021-04-04T00:00:00.000Z,weekly,11.5,,,,,,,,,13,,6.9,,8142.8,,5.79
Cyprus,2021-04-11T00:00:00.000Z,weekly,24.37,,,,,,,,,14,,23.1,,8268.7,,18.35
Cyprus,2021-04-18T00:00:00.000Z,weekly,36.77,,,,,,,,,15,,35.3,,8387.4,,29.74
Cyprus,2021-04-25T00:00:00.000Z,weekly,22.59,,,,,,,,,16,,19.7,,8507.7,,16.38
Cyprus,2021-05-02T00:00:00.000Z,weekly,19.69,,,,,,,,,17,,17.1,,8631.6,,13.8
Cyprus,2021-05-09T00:00:00.000Z,weekly,29.34,,,,,,,,,18,,27.7,,8752.9,,22.84
Cyprus,2021-05-16T00:00:00.000Z,weekly,1.94,,,,,,,,,19,,-4.1,,8862,,-3.76
Cyprus,2021-05-23T00:00:00.000Z,weekly,-9.09,,,,,,,,,20,,-14.9,,8964.9,,-14.48
Cyprus,2021-05-30T00:00:00.000Z,weekly,3.35,,,,,,,,,21,,-2.5,,9078.4,,-2.2
Cyprus,2021-06-06T00:00:00.000Z,weekly,10.24,,,,,,,,,22,,4.3,,9186.1,,3.99
Cyprus,2021-06-13T00:00:00.000Z,weekly,5.1,,,,,,,,,23,,-1.3,,9286.4,,-1.3
Cyprus,2021-06-20T00:00:00.000Z,weekly,13.69,,,,,,,,,24,,6.3,,9383.1,,6.51
Cyprus,2021-06-27T00:00:00.000Z,weekly,-2.23,,,,,,,,,25,,-8.5,,9496.6,,-7.49
Cyprus,2021-07-04T00:00:00.000Z,weekly,27.22,,,,,,,,,26,,21.5,,9604.1,,20
Cyprus,2021-07-11T00:00:00.000Z,weekly,18.24,,,,,,,,,27,,12.1,,9710,,11.43
Cyprus,2021-07-18T00:00:00.000Z,weekly,11.4,,,,,,,,,28,,6.9,,9830.1,,5.75
Cyprus,2021-07-25T00:00:00.000Z,weekly,30.57,,,,,,,,,29,,24.1,,9935,,22.97
Cyprus,2021-08-01T00:00:00.000Z,weekly,6.64,,,,,,,,,30,,0.5,,10040.5,,0.47
Cyprus,2021-08-08T00:00:00.000Z,weekly,-27.04,,,,,,,,,31,,-33.9,,10149.4,,-31.13
Cyprus,2021-08-15T00:00:00.000Z,weekly,,,,,,,,,,32,,,,10262.5,,
Cyprus,2021-08-22T00:00:00.000Z,weekly,,,,,,,,,,33,,,,10360.6,,
Cyprus,2021-08-29T00:00:00.000Z,weekly,,,,,,,,,,34,,,,10467.3,,
Cyprus,2021-09-05T00:00:00.000Z,weekly,,,,,,,,,,35,,,,10580.6,,
Cyprus,2021-09-12T00:00:00.000Z,weekly,,,,,,,,,,36,,,,10683.7,,
Cyprus,2021-09-19T00:00:00.000Z,weekly,,,,,,,,,,37,,,,10795,,
Cyprus,2021-09-26T00:00:00.000Z,weekly,,,,,,,,,,38,,,,10897.1,,
Czechia,2020-01-05T00:00:00.000Z,weekly,-2.55,2305,2365.4,2378,2222,2763,2143,2321,3819,1,2408.2,-103.2,-103.2,2408.2,-4.29,-4.29
Czechia,2020-01-12T00:00:00.000Z,weekly,-0.75,2325,2342.6,2432,2054,2811,2126,2290,3734,2,2385.4,-60.4,-163.6,4793.6,-3.41,-2.53
Czechia,2020-01-19T00:00:00.000Z,weekly,-6.07,2244,2389,2396,2175,2833,2230,2311,3581,3,2431.8,-187.8,-351.4,7225.4,-4.86,-7.72
Czechia,2020-01-26T00:00:00.000Z,weekly,-2.06,2337,2386.2,2499,2116,2761,2190,2365,3434,4,2429,-92,-443.4,9654.4,-4.59,-3.79
Czechia,2020-02-02T00:00:00.000Z,weekly,-1.73,2364,2405.6,2580,2137,2598,2216,2497,3257,5,2448.4,-84.4,-527.8,12102.8,-4.36,-3.45
Czechia,2020-02-09T00:00:00.000Z,weekly,-4.52,2355,2466.4,2598,2245,2640,2404,2445,3428,6,2509.2,-154.2,-682,14612,-4.67,-6.15
Czechia,2020-02-16T00:00:00.000Z,weekly,-4.32,2391,2499,2732,2160,2492,2602,2509,3469,7,2541.8,-150.8,-832.8,17153.8,-4.85,-5.93
Czechia,2020-02-23T00:00:00.000Z,weekly,-6.04,2350,2501,2684,2214,2357,2754,2496,3610,8,2543.8,-193.8,-1026.6,19697.6,-5.21,-7.62
Czechia,2020-03-01T00:00:00.000Z,weekly,-4.29,2360,2465.8,2609,2235,2353,2819,2313,3906,9,2508.6,-148.6,-1175.2,22206.2,-5.29,-5.92
Czechia,2020-03-08T00:00:00.000Z,weekly,-4.85,2294,2411,2357,2096,2225,2994,2383,4014,10,2453.8,-159.8,-1335,24660,-5.41,-6.51
Czechia,2020-03-15T00:00:00.000Z,weekly,-1.54,2295,2330.8,2291,2155,2164,2782,2262,3817,11,2373.6,-78.6,-1413.6,27033.6,-5.23,-3.31
Czechia,2020-03-22T00:00:00.000Z,weekly,2.61,2325,2265.8,2273,2148,2103,2607,2198,3451,12,2308.6,16.4,-1397.2,29342.2,-4.76,0.71
Czechia,2020-03-29T00:00:00.000Z,weekly,4.46,2297,2199,2222,2191,2075,2383,2124,3382,13,2241.8,55.2,-1342,31584,-4.25,2.46
Czechia,2020-04-05T00:00:00.000Z,weekly,7.32,2320,2161.8,2209,2138,2069,2262,2131,2934,14,2204.6,115.4,-1226.6,33788.6,-3.63,5.23
Czechia,2020-04-12T00:00:00.000Z,weekly,6.03,2244,2116.4,2111,2075,1994,2257,2145,2625,15,2159.2,84.8,-1141.8,35947.8,-3.18,3.93
Czechia,2020-04-19T00:00:00.000Z,weekly,2.86,2125,2066,2183,1949,2043,2061,2094,2497,16,2108.8,16.2,-1125.6,38056.6,-2.96,0.77
Czechia,2020-04-26T00:00:00.000Z,weekly,-3.52,2036,2110.2,2193,2114,2051,2090,2103,2471,17,2153,-117,-1242.6,40209.6,-3.09,-5.43
Czechia,2020-05-03T00:00:00.000Z,weekly,4.02,2109,2027.4,2041,1982,2041,2022,2051,2289,18,2070.2,38.8,-1203.8,42279.8,-2.85,1.87
Czechia,2020-05-10T00:00:00.000Z,weekly,-1.18,1999,2022.8,1988,2001,2074,1958,2093,2239,19,2065.6,-66.6,-1270.4,44345.4,-2.86,-3.22
Czechia,2020-05-17T00:00:00.000Z,weekly,2.24,2026,1981.6,1983,1964,1974,1962,2025,2038,20,2024.4,1.6,-1268.8,46369.8,-2.74,0.08
Czechia,2020-05-24T00:00:00.000Z,weekly,-3.4,1919,1986.6,1993,2000,1932,2013,1995,1946,21,2029.4,-110.4,-1379.2,48399.2,-2.85,-5.44
Czechia,2020-05-31T00:00:00.000Z,weekly,-4.88,1939,2038.4,2029,2042,2033,1995,2093,2040,22,2081.2,-142.2,-1521.4,50480.4,-3.01,-6.83
Czechia,2020-06-07T00:00:00.000Z,weekly,9.13,2135,1956.4,1995,1893,1836,2038,2020,1946,23,1999.2,135.8,-1385.6,52479.6,-2.64,6.79
Czechia,2020-06-14T00:00:00.000Z,weekly,1.31,1983,1957.4,1886,1915,1978,1863,2145,2043,24,2000.2,-17.2,-1402.8,54479.8,-2.57,-0.86
Czechia,2020-06-21T00:00:00.000Z,weekly,3.8,2022,1948,1761,1993,2042,1964,1980,1986,25,1990.8,31.2,-1371.6,56470.6,-2.43,1.57
Czechia,2020-06-28T00:00:00.000Z,weekly,6.16,2082,1961.2,1890,1970,1939,1940,2067,1872,26,2004,78,-1293.6,58474.6,-2.21,3.89
Czechia,2020-07-05T00:00:00.000Z,weekly,6.47,2111,1982.8,2050,1886,1953,1979,2046,1909,27,2025.6,85.4,-1208.2,60500.2,-2,4.22
Czechia,2020-07-12T00:00:00.000Z,weekly,0.55,1999,1988,2139,1918,1886,2041,1956,2015,28,2030.8,-31.8,-1240,62531,-1.98,-1.57
Czechia,2020-07-19T00:00:00.000Z,weekly,-0.24,1989,1993.8,1943,1981,1972,2039,2034,1929,29,2036.6,-47.6,-1287.6,64567.6,-1.99,-2.34
Czechia,2020-07-26T00:00:00.000Z,weekly,2.91,2088,2029,2109,1942,1770,2153,2171,2072,30,2071.8,16.2,-1271.4,66639.4,-1.91,0.78
Czechia,2020-08-02T00:00:00.000Z,weekly,9.39,2227,2035.8,1886,1827,2077,2379,2010,1861,31,2078.6,148.4,-1123,68718,-1.63,7.14
Czechia,2020-08-09T00:00:00.000Z,weekly,7.24,2166,2019.8,2156,1839,1959,2118,2027,1979,32,2062.6,103.4,-1019.6,70780.6,-1.44,5.01
Czechia,2020-08-16T00:00:00.000Z,weekly,6.37,2187,2056,2521,1949,1861,1923,2026,,33,2098.8,88.2,-931.4,72879.4,-1.28,4.2
Czechia,2020-08-23T00:00:00.000Z,weekly,7.24,2104,1962,1813,2043,1939,2004,2011,,34,2004.8,99.2,-832.2,74884.2,-1.11,4.95
Czechia,2020-08-30T00:00:00.000Z,weekly,3.92,2033,1956.4,1963,1918,1848,1902,2151,,35,1999.2,33.8,-798.4,76883.4,-1.04,1.69
Czechia,2020-09-06T00:00:00.000Z,weekly,4.09,2038,1958,1989,1980,1920,1979,1922,,36,2000.8,37.2,-761.2,78884.2,-0.96,1.86
Czechia,2020-09-13T00:00:00.000Z,weekly,6.57,2089,1960.2,1922,1930,1991,2014,1944,,37,2003,86,-675.2,80887.2,-0.83,4.29
Czechia,2020-09-20T00:00:00.000Z,weekly,11.68,2220,1987.8,1961,1834,2058,2056,2030,,38,2030.6,189.4,-485.8,82917.8,-0.59,9.33
Czechia,2020-09-27T00:00:00.000Z,weekly,18.52,2392,2018.2,1915,1988,2125,1906,2157,,39,2061,331,-154.8,84978.8,-0.18,16.06
Czechia,2020-10-04T00:00:00.000Z,weekly,13.28,2381,2101.8,2007,1991,2235,2123,2153,,40,2144.6,236.4,81.6,87123.4,0.09,11.02
Czechia,2020-10-11T00:00:00.000Z,weekly,23.68,2609,2109.4,2035,2083,2156,2076,2197,,41,2152.2,456.8,538.4,89275.6,0.6,21.22
Czechia,2020-10-18T00:00:00.000Z,weekly,42.13,2946,2072.8,2080,2142,2029,2014,2099,,42,2115.6,830.4,1368.8,91391.2,1.5,39.25
Czechia,2020-10-25T00:00:00.000Z,weekly,75.39,3647,2079.4,2098,2035,2101,2024,2139,,43,2122.2,1524.8,2893.6,93513.4,3.09,71.85
Czechia,2020-11-01T00:00:00.000Z,weekly,105.54,4226,2056,2016,1997,2053,2148,2066,,44,2098.8,2127.2,5020.8,95612.2,5.25,101.35
Czechia,2020-11-08T00:00:00.000Z,weekly,108.07,4238,2036.8,2020,1968,2040,2046,2110,,45,2079.6,2158.4,7179.2,97691.8,7.35,103.79
Czechia,2020-11-15T00:00:00.000Z,weekly,84.55,3852,2087.2,2023,2134,2057,1991,2231,,46,2130,1722,8901.2,99821.8,8.92,80.85
Czechia,2020-11-22T00:00:00.000Z,weekly,63.92,3424,2088.8,1975,2084,2071,2141,2173,,47,2131.6,1292.4,10193.6,101953.4,10,60.63
Czechia,2020-11-29T00:00:00.000Z,weekly,51.64,3169,2089.8,1979,2125,2116,2095,2134,,48,2132.6,1036.4,11230,104086,10.79,48.6
Czechia,2020-12-06T00:00:00.000Z,weekly,46.32,3100,2118.6,2019,2200,2102,2194,2078,,49,2161.4,938.6,12168.6,106247.4,11.45,43.43
Czechia,2020-12-13T00:00:00.000Z,weekly,43.69,3104,2160.2,2048,2204,2187,2136,2226,,50,2203,901,13069.6,108450.4,12.05,40.9
Czechia,2020-12-20T00:00:00.000Z,weekly,45.85,3242,2222.8,2009,2435,2119,2303,2248,,51,2265.6,976.4,14046,110716,12.69,43.1
Czechia,2020-12-27T00:00:00.000Z,weekly,42.97,3214,2248,2029,2620,2201,2145,2245,,52,2290.8,923.2,14969.2,113006.8,13.25,40.3
Czechia,2021-01-03T00:00:00.000Z,weekly,57.47,3540,2248,,,,,,,53,2290.8,1249.2,16218.4,115297.6,14.07,54.53
Czechia,2021-01-10T00:00:00.000Z,weekly,61.45,,,,,,,,,1,,1410.8,17629.2,117705.8,14.98,58.58
Czechia,2021-01-17T00:00:00.000Z,weekly,59.4,,,,,,,,,2,,1348.6,18977.8,120091.2,15.8,56.54
Czechia,2021-01-24T00:00:00.000Z,weekly,49.9,,,,,,,,,3,,1149.2,20127,122523,16.43,47.26
Czechia,2021-01-31T00:00:00.000Z,weekly,43.91,,,,,,,,,4,,1005,21132,124952,16.91,41.38
Czechia,2021-02-07T00:00:00.000Z,weekly,35.39,,,,,,,,,5,,808.6,21940.6,127400.4,17.22,33.03
Czechia,2021-02-14T00:00:00.000Z,weekly,38.99,,,,,,,,,6,,918.8,22859.4,129909.6,17.6,36.62
Czechia,2021-02-21T00:00:00.000Z,weekly,38.82,,,,,,,,,7,,927.2,23786.6,132451.4,17.96,36.48
Czechia,2021-02-28T00:00:00.000Z,weekly,44.34,,,,,,,,,8,,1066.2,24852.8,134995.2,18.41,41.91
Czechia,2021-03-07T00:00:00.000Z,weekly,58.41,,,,,,,,,9,,1397.4,26250.2,137503.8,19.09,55.7
Czechia,2021-03-14T00:00:00.000Z,weekly,66.49,,,,,,,,,10,,1560.2,27810.4,139957.6,19.87,63.58
Czechia,2021-03-21T00:00:00.000Z,weekly,63.76,,,,,,,,,11,,1443.4,29253.8,142331.2,20.55,60.81
Czechia,2021-03-28T00:00:00.000Z,weekly,52.31,,,,,,,,,12,,1142.4,30396.2,144639.8,21.02,49.48
Czechia,2021-04-04T00:00:00.000Z,weekly,53.8,,,,,,,,,13,,1140.2,31536.4,146881.6,21.47,50.86
Czechia,2021-04-11T00:00:00.000Z,weekly,35.72,,,,,,,,,14,,729.4,32265.8,149086.2,21.64,33.09
Czechia,2021-04-18T00:00:00.000Z,weekly,24.03,,,,,,,,,15,,465.8,32731.6,151245.4,21.64,21.57
Czechia,2021-04-25T00:00:00.000Z,weekly,20.86,,,,,,,,,16,,388.2,33119.8,153354.2,21.6,18.41
Czechia,2021-05-02T00:00:00.000Z,weekly,17.1,,,,,,,,,17,,318,33437.8,155507.2,21.5,14.77
Czechia,2021-05-09T00:00:00.000Z,weekly,12.9,,,,,,,,,18,,218.8,33656.6,157577.4,21.36,10.57
Czechia,2021-05-16T00:00:00.000Z,weekly,10.69,,,,,,,,,19,,173.4,33830,159643,21.19,8.39
Czechia,2021-05-23T00:00:00.000Z,weekly,2.85,,,,,,,,,20,,13.6,33843.6,161667.4,20.93,0.67
Czechia,2021-05-30T00:00:00.000Z,weekly,-2.04,,,,,,,,,21,,-83.4,33760.2,163696.8,20.62,-4.11
Czechia,2021-06-06T00:00:00.000Z,weekly,0.08,,,,,,,,,22,,-41.2,33719,165778,20.34,-1.98
Czechia,2021-06-13T00:00:00.000Z,weekly,-0.53,,,,,,,,,23,,-53.2,33665.8,167777.2,20.07,-2.66
Czechia,2021-06-20T00:00:00.000Z,weekly,4.37,,,,,,,,,24,,42.8,33708.6,169777.4,19.85,2.14
Czechia,2021-06-27T00:00:00.000Z,weekly,1.95,,,,,,,,,25,,-4.8,33703.8,171768.2,19.62,-0.24
Czechia,2021-07-04T00:00:00.000Z,weekly,-4.55,,,,,,,,,26,,-132,33571.8,173772.2,19.32,-6.59
Czechia,2021-07-11T00:00:00.000Z,weekly,-3.72,,,,,,,,,27,,-116.6,33455.2,175797.8,19.03,-5.76
Czechia,2021-07-18T00:00:00.000Z,weekly,1.36,,,,,,,,,28,,-15.8,33439.4,177828.6,18.8,-0.78
Czechia,2021-07-25T00:00:00.000Z,weekly,-3.25,,,,,,,,,29,,-107.6,33331.8,179865.2,18.53,-5.28
Czechia,2021-08-01T00:00:00.000Z,weekly,2.12,,,,,,,,,30,,0.2,33332,181937,18.32,0.01
Czechia,2021-08-08T00:00:00.000Z,weekly,-8.59,,,,,,,,,31,,-217.6,33114.4,184015.6,18,-10.47
Czechia,2021-08-15T00:00:00.000Z,weekly,-2.02,,,,,,,,,32,,-83.6,33030.8,186078.2,17.75,-4.05
Czechia,2021-08-22T00:00:00.000Z,weekly,,,,,,,,,,33,,,,188177,,
Czechia,2021-08-29T00:00:00.000Z,weekly,,,,,,,,,,34,,,,190181.8,,
Czechia,2021-09-05T00:00:00.000Z,weekly,,,,,,,,,,35,,,,192181,,
Czechia,2021-09-12T00:00:00.000Z,weekly,,,,,,,,,,36,,,,194181.8,,
Czechia,2021-09-19T00:00:00.000Z,weekly,,,,,,,,,,37,,,,196184.8,,
Czechia,2021-09-26T00:00:00.000Z,weekly,,,,,,,,,,38,,,,198215.4,,
Denmark,2020-01-05T00:00:00.000Z,weekly,-0.39,1117,1121.4,1127,1103,1113,1134,1130,1233,1,1151.4,-34.4,-34.4,1151.4,-2.99,-2.99
